customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,name,city,region,segment_original
C043810,186,5,173558.88,2,2,2,6,Lost,Elijah Kuruvilla,Nagpur,Central,New
C043811,177,12,238616.39,2,4,2,8,At Risk,Azaan Sen,Chennai,South,Gold
C043812,426,3,294323.79000000004,1,1,3,5,Lost,Sara Upadhyay,Pune,West,Occasional
C043814,26,27,702805.29,4,5,5,14,Champions,Upma Karan,Chennai,South,Diamond
C043815,835,1,11974.63,1,1,1,3,Lost,Forum Thakkar,Visakhapatnam,South,New
C043816,20,6,312024.16000000003,5,2,3,10,Potential,Ucchal Amble,Jaipur,North,Regular
C043817,139,5,294567.77999999997,2,2,3,7,At Risk,Udyati Mishra,Surat,West,Occasional
C043818,98,12,532139.83,3,4,4,11,Loyal,Sneha Narang,Ahmedabad,West,Silver
C043819,187,12,472045.26,2,4,4,10,Potential,Teerth Pandey,Chennai,South,Silver
C043820,81,10,568852.89,3,3,4,10,Potential,Kashish Kalla,Pune,West,Silver
C043821,56,6,522896.81,4,2,4,10,Potential,Utkarsh Sur,Coimbatore,South,Regular
C043822,136,10,408825.81000000006,2,3,4,9,Potential,Aayush Bhatia,Kolkata,East,Regular
C043823,22,6,181351.21,5,2,2,9,Potential,Vasudha Mallick,Gurgaon,North,Occasional
C043824,352,4,68925.40999999999,1,1,1,3,Lost,Inaya Atwal,Vadodara,West,Regular
C043825,113,4,211122.31,2,1,2,5,Lost,Sathvik Kamdar,Kochi,South,Occasional
C043826,157,11,321725.26,2,4,3,9,Potential,Saanvi Agrawal,Bangalore,South,Regular
C043827,219,6,37687.159999999996,1,2,1,4,Lost,Mason Chokshi,Hyderabad,South,Regular
C043828,71,21,420782.62,3,5,4,12,Loyal,Zaid Sama,Bhopal,Central,Platinum
C043829,486,2,89942.41,1,1,1,3,Lost,Xiti Bedi,Chennai,South,Occasional
C043830,265,3,57275.8,1,1,1,3,Lost,Dayamai Kala,Vadodara,West,Occasional
C043831,97,14,566912.4600000001,3,4,4,11,Loyal,Shivansh D’Alia,Ahmedabad,West,Gold
C043832,468,2,66427.2,1,1,1,3,Lost,Rachita Parmer,Gurgaon,North,Occasional
C043833,24,10,211347.63,5,3,2,10,Potential,Victor Bansal,Kolkata,East,Regular
C043834,60,13,716359.6000000001,3,4,5,12,Loyal,Upma Balasubramanian,Jaipur,North,Gold
C043835,40,16,435721.79000000004,4,5,4,13,Champions,Anjali Mani,Nagpur,Central,Gold
C043836,70,10,157786.22999999998,3,3,2,8,At Risk,Jason Brar,Chennai,South,Regular
C043837,19,14,699940.64,5,4,5,14,Champions,Anya Prakash,Chennai,South,Silver
C043838,58,9,213569.72,4,3,2,9,Potential,Caleb Setty,Indore,Central,Occasional
C043839,8,6,28017.82,5,2,1,8,At Risk,Hritik Sant,Surat,West,Regular
C043840,376,6,53738.86,1,2,1,4,Lost,Alexander Mani,Surat,West,Occasional
C043841,46,3,74292.09,4,1,1,6,Lost,Yashasvi Mand,Mumbai,West,Occasional
C043842,187,3,216126.91,2,1,2,5,Lost,Balveer Raghavan,Vadodara,West,Occasional
C043843,84,7,458272.24,3,2,4,9,Potential,Saanvi Yogi,Kolkata,East,Silver
C043844,67,19,745422.96,3,5,5,13,Champions,Bimala Nath,Lucknow,North,Gold
C043845,398,5,397097.73,1,2,4,7,At Risk,Hredhaan Seth,Chennai,South,Regular
C043846,164,18,415484.77,2,5,4,11,Loyal,Garima Bora,Chandigarh,North,Platinum
C043847,114,22,860033.2,2,5,5,12,Loyal,Anita Majumdar,Gurgaon,North,Gold
C043848,4,10,650928.7100000001,5,3,5,13,Champions,Ranveer Natt,Indore,Central,Regular
C043849,244,6,100562.62999999999,1,2,1,4,Lost,Devika Deshpande,Hyderabad,South,Silver
C043850,17,9,501746.67,5,3,4,12,Loyal,Caleb Chana,Bhopal,Central,Regular
C043851,240,15,779921.74,1,5,5,11,Loyal,Saksham Nori,Kochi,South,Gold
C043852,41,5,110850.53,4,2,1,7,At Risk,Simon Rajan,Ahmedabad,West,Regular
C043853,69,14,515895.58,3,4,4,11,Loyal,Christopher Ramanathan,Delhi,North,Regular
C043854,197,2,31081.660000000003,2,1,1,4,Lost,Sara Atwal,Hyderabad,South,Occasional
C043855,73,10,643463.27,3,3,5,11,Loyal,Nimrat Doshi,Gurgaon,North,Regular
C043856,502,4,69961.33,1,1,1,3,Lost,Harini Cheema,Kochi,South,New
C043857,205,4,204259.44999999998,2,1,2,5,Lost,Hiral Mishra,Indore,Central,Regular
C043858,21,6,150224.69,5,2,2,9,Potential,Lipika Apte,Delhi,North,Occasional
C043859,339,4,311037.55000000005,1,1,3,5,Lost,Sneha Chaudry,Mumbai,West,Regular
C043860,12,11,190283.98,5,4,2,11,Loyal,Udant Wali,Nagpur,Central,Silver
C043861,14,19,452349.47000000003,5,5,4,14,Champions,Ekaraj Sastry,Mumbai,West,Platinum
C043862,608,2,24408.010000000002,1,1,1,3,Lost,Madhavi Sami,Surat,West,New
C043863,372,6,207087.08000000002,1,2,2,5,Lost,Pranit Comar,Pune,West,Regular
C043864,66,1,16563.72,3,1,1,5,Lost,Patrick Salvi,Chennai,South,New
C043865,191,4,86594.9,2,1,1,4,Lost,Ojas Sodhi,Jaipur,North,New
C043866,18,13,478380.76,5,4,4,13,Champions,Logan Sachar,Lucknow,North,Gold
C043867,55,12,224578.15,4,4,2,10,Potential,Manthan Prakash,Coimbatore,South,Gold
C043868,190,1,81833.19,2,1,1,4,Lost,Warda Narayanan,Delhi,North,New
C043869,337,7,95394.01,1,2,1,4,Lost,Balendra Patil,Chandigarh,North,Gold
C043870,85,3,16265.38,3,1,1,5,Lost,Geetika Lala,Kolkata,East,New
C043871,65,13,530861.37,3,4,4,11,Loyal,Advika Narang,Nagpur,Central,Regular
C043872,162,11,232172.18,2,4,2,8,At Risk,Chakradev Luthra,Jaipur,North,Occasional
C043873,20,8,471039.56,5,3,4,12,Loyal,Vincent Kumar,Chennai,South,Regular
C043874,66,8,268130.88,3,3,3,9,Potential,Devika Vohra,Indore,Central,Occasional
C043875,375,10,505792.4,1,3,4,8,At Risk,Anirudh Barad,Indore,Central,Regular
C043876,281,5,59290.60999999999,1,2,1,4,Lost,Udant Narula,Chandigarh,North,Regular
C043877,121,9,312279.4,2,3,3,8,At Risk,Janaki Lall,Delhi,North,Regular
C043878,150,8,656112.1599999999,2,3,5,10,Potential,Mohammed Nigam,Nagpur,Central,Occasional
C043879,109,11,350785.54000000004,3,4,3,10,Potential,Manan Tata,Chandigarh,North,Regular
C043880,60,4,93948.98,3,1,1,5,Lost,Fitan Oommen,Vadodara,West,Occasional
C043881,481,2,45776.28,1,1,1,3,Lost,Divya Lall,Coimbatore,South,Occasional
C043882,286,5,198126.05000000002,1,2,2,5,Lost,Janaki Kashyap,Hyderabad,South,Regular
C043883,11,11,205415.78,5,4,2,11,Loyal,Maya Tella,Chandigarh,North,Regular
C043884,42,8,299779.59,4,3,3,10,Potential,Advika Dugar,Mumbai,West,Silver
C043885,48,5,34475.49,4,2,1,7,At Risk,Laban Swaminathan,Pune,West,Regular
C043886,243,7,466653.78,1,2,4,7,At Risk,Noah Chadha,Kolkata,East,Regular
C043887,5,16,466751.6,5,5,4,14,Champions,Yug Gola,Gurgaon,North,Gold
C043888,325,9,252003.02,1,3,3,7,At Risk,Ucchal Sane,Chennai,South,Regular
C043889,204,5,236368.18,2,2,2,6,Lost,Meghana Wadhwa,Mumbai,West,Occasional
C043890,48,12,756593.5700000001,4,4,5,13,Champions,Hamsini Mohanty,Bangalore,South,Regular
C043891,291,2,137905.82,1,1,2,4,Lost,Warhi Chana,Kolkata,East,New
C043892,53,8,411914.05,4,3,4,11,Loyal,Aahana Venkataraman,Gurgaon,North,Regular
C043893,450,3,73512.26,1,1,1,3,Lost,Laksh Bassi,Coimbatore,South,Occasional
C043894,287,11,342060.87,1,4,3,8,At Risk,Chaitaly Chahal,Jaipur,North,Silver
C043895,216,8,145528.98,1,3,2,6,Lost,Zansi Lala,Coimbatore,South,Regular
C043896,8,11,606640.74,5,4,5,14,Champions,Bina Kumar,Jaipur,North,Silver
C043897,18,16,902736.94,5,5,5,15,Champions,Neel Deo,Pune,West,Gold
C043898,76,1,32187.24,3,1,1,5,Lost,Ekbal Borah,Chandigarh,North,New
C043899,48,3,14011.66,4,1,1,6,Lost,Siya Tata,Bhopal,Central,Occasional
C043900,70,13,298971.84,3,4,3,10,Potential,Fariq Bumb,Vadodara,West,Gold
C043901,27,3,15179.4,4,1,1,6,Lost,Logan Gokhale,Vadodara,West,Occasional
C043902,105,8,123044.75999999998,3,3,1,7,At Risk,Indrajit Khanna,Visakhapatnam,South,Gold
C043903,30,15,653228.95,4,5,5,14,Champions,Vansha More,Surat,West,Silver
C043904,47,3,100242.53,4,1,1,6,Lost,Ati Mitra,Hyderabad,South,New
C043905,84,7,131557.16,3,2,2,7,At Risk,Vritti Kar,Hyderabad,South,Regular
C043906,606,4,109061.17,1,1,1,3,Lost,Bhavani Bassi,Kolkata,East,Occasional
C043907,308,7,470358.14999999997,1,2,4,7,At Risk,Jairaj Patla,Coimbatore,South,Regular
C043908,101,7,163027.90000000002,3,2,2,7,At Risk,Nihal Chaudhary,Jaipur,North,Silver
C043909,20,21,502921.76,5,5,4,14,Champions,Unnati Lanka,Bangalore,South,Platinum
C043910,130,19,736673.8099999999,2,5,5,12,Loyal,Ayaan Bakshi,Bhopal,Central,Silver
C043911,119,12,377470.61,2,4,3,9,Potential,Shaurya Arora,Kolkata,East,Silver
C043912,51,18,848191.42,4,5,5,14,Champions,Ekavir Dugal,Delhi,North,Gold
C043913,573,6,101167.23999999999,1,2,1,4,Lost,Isha Mani,Mumbai,West,Regular
C043914,173,7,427391.08,2,2,4,8,At Risk,Mitali Pandey,Bangalore,South,Occasional
C043915,40,6,157541.55,4,2,2,8,At Risk,Rayaan Dhar,Visakhapatnam,South,Regular
C043916,67,10,174000.88,3,3,2,8,At Risk,Manbir Bassi,Bhopal,Central,Silver
C043917,90,6,72550.03,3,2,1,6,Lost,Sanya Rana,Nagpur,Central,Occasional
C043918,158,7,106126.11,2,2,1,5,Lost,Oliver Gera,Coimbatore,South,Regular
C043919,85,18,743938.27,3,5,5,13,Champions,Nicholas Vasa,Pune,West,Gold
C043920,129,13,506884.80000000005,2,4,4,10,Potential,Krisha Vyas,Ahmedabad,West,Regular
C043921,14,17,370877.19,5,5,3,13,Champions,Avi Rana,Bangalore,South,Gold
C043922,40,9,406814.1,4,3,4,11,Loyal,Ekavir Bahl,Coimbatore,South,Regular
C043923,19,13,268469.09,5,4,3,12,Loyal,Januja Sharma,Kolkata,East,Silver
C043924,36,17,718966.75,4,5,5,14,Champions,Chandresh Dua,Indore,Central,Gold
C043925,81,13,598697.6,3,4,5,12,Loyal,Chatura Cheema,Pune,West,Regular
C043926,124,11,309856.5,2,4,3,9,Potential,Balhaar Om,Gurgaon,North,Regular
C043927,164,7,128682.73,2,2,2,6,Lost,Anthony Hayer,Visakhapatnam,South,Regular
C043928,204,6,393109.83,2,2,4,8,At Risk,Neelima Ahuja,Jaipur,North,Regular
C043929,19,13,354350.47,5,4,3,12,Loyal,Rishi Arya,Chandigarh,North,Gold
C043930,34,9,231671.5,4,3,2,9,Potential,Indrajit Shenoy,Surat,West,Regular
C043931,60,11,336553.06,3,4,3,10,Potential,Indali Samra,Hyderabad,South,Gold
C043932,34,10,112101.14,4,3,1,8,At Risk,Gavin Aurora,Vadodara,West,Silver
C043933,97,26,1478679.39,3,5,5,13,Champions,Ekanta Ram,Surat,West,Platinum
C043934,999,1,2113.83,1,1,1,3,Lost,Farhan D’Alia,Hyderabad,South,New
C043935,55,15,648361.35,4,5,5,14,Champions,Ekbal Vasa,Indore,Central,Silver
C043936,475,1,36072.93,1,1,1,3,Lost,Nidra Patil,Gurgaon,North,New
C043937,594,2,15201.05,1,1,1,3,Lost,Dev Kannan,Vadodara,West,Occasional
C043938,14,10,431351.97,5,3,4,12,Loyal,Qarin Ramakrishnan,Chennai,South,Regular
C043939,8,6,82970.21,5,2,1,8,At Risk,Faqid Nagar,Pune,West,Silver
C043940,117,7,308683.58,2,2,3,7,At Risk,Zashil Tata,Chandigarh,North,Regular
C043941,11,10,159933.51,5,3,2,10,Potential,Lopa Bhasin,Visakhapatnam,South,Regular
C043942,27,7,82665.12,4,2,1,7,At Risk,Vinaya Luthra,Delhi,North,Occasional
C043943,87,7,142172.07,3,2,2,7,At Risk,Charles Upadhyay,Chandigarh,North,Regular
C043944,555,1,199829.1,1,1,2,4,Lost,Thomas Mahal,Mumbai,West,New
C043945,70,15,737336.89,3,5,5,13,Champions,Unni Misra,Surat,West,Gold
C043946,295,3,161379.66999999998,1,1,2,4,Lost,Kavya Zachariah,Lucknow,North,Occasional
C043947,135,14,533421.85,2,4,4,10,Potential,Yasti Sinha,Jaipur,North,Regular
C043948,196,8,231856.55000000002,2,3,2,7,At Risk,Darsh Mody,Jaipur,North,Regular
C043949,192,5,421583.46,2,2,4,8,At Risk,Ira Mohanty,Nagpur,Central,New
C043950,3,10,414245.36,5,3,4,12,Loyal,Triveni Setty,Jaipur,North,Silver
C043951,40,16,439451.51999999996,4,5,4,13,Champions,Aadi Apte,Bhopal,Central,Silver
C043952,130,11,1156869.2799999998,2,4,5,11,Loyal,Yashoda Sastry,Mumbai,West,Regular
C043953,40,9,389530.38,4,3,4,11,Loyal,Zashil Mand,Pune,West,Regular
C043954,31,9,401719.51,4,3,4,11,Loyal,Edhitha Yadav,Pune,West,Regular
C043955,23,17,486289.39,5,5,4,14,Champions,Logan Golla,Delhi,North,Silver
C043956,19,17,795704.3899999999,5,5,5,15,Champions,Om Zacharia,Vadodara,West,Platinum
C043957,128,18,623190.37,2,5,5,12,Loyal,Charles Bala,Gurgaon,North,Gold
C043958,90,1,4300.49,3,1,1,5,Lost,Geetika Kari,Lucknow,North,New
C043960,42,4,60734.43,4,1,1,6,Lost,Sneha Nath,Ahmedabad,West,New
C043961,17,5,75679.92,5,2,1,8,At Risk,Anthony Modi,Indore,Central,Occasional
C043962,643,2,89384.34999999999,1,1,1,3,Lost,Nathaniel Nori,Bangalore,South,New
C043963,105,7,374677.68,3,2,3,8,At Risk,Warhi Yohannan,Hyderabad,South,Platinum
C043964,612,1,9167.15,1,1,1,3,Lost,Utkarsh Ramaswamy,Bangalore,South,New
C043965,106,17,664788.88,3,5,5,13,Champions,Bhanumati Chatterjee,Hyderabad,South,Diamond
C043966,203,6,348275.63,2,2,3,7,At Risk,Indrajit Kapadia,Mumbai,West,Regular
C043967,335,4,219538.28,1,1,2,4,Lost,Ubika Dey,Vadodara,West,Regular
C043968,33,15,784061.28,4,5,5,14,Champions,Ryan Nagi,Bangalore,South,Gold
C043969,69,12,462302.81,3,4,4,11,Loyal,Saumya Luthra,Indore,Central,Regular
C043970,102,2,35316.81,3,1,1,5,Lost,Charles Saini,Ahmedabad,West,New
C043971,6,8,490303.56,5,3,4,12,Loyal,Chasmum Gulati,Nagpur,Central,Silver
C043972,113,11,387441.22000000003,2,4,4,10,Potential,Meera Dutta,Chennai,South,Platinum
C043973,371,3,13299.25,1,1,1,3,Lost,Ekapad Sha,Kolkata,East,Regular
C043974,465,5,103537.61,1,2,1,4,Lost,Chatresh Barad,Indore,Central,Occasional
C043975,71,10,253945.84,3,3,3,9,Potential,Lohit Wadhwa,Delhi,North,Regular
C043976,12,6,217717.76,5,2,2,9,Potential,Bakhshi Yogi,Delhi,North,Regular
C043977,88,14,691060.22,3,4,5,12,Loyal,Harish Agrawal,Bhopal,Central,Regular
C043978,192,12,509560.47,2,4,4,10,Potential,Ishaan Mammen,Kolkata,East,Regular
C043979,46,19,837637.78,4,5,5,14,Champions,Darika Gera,Visakhapatnam,South,Silver
C043980,407,7,205563.08000000002,1,2,2,5,Lost,Harsh Pau,Delhi,North,Occasional
C043981,107,6,161467.06,3,2,2,7,At Risk,Madhav Kunda,Gurgaon,North,Regular
C043982,451,4,60271.57,1,1,1,3,Lost,Raghav Joshi,Surat,West,New
C043983,1,17,909887.15,5,5,5,15,Champions,Upadhriti Agate,Kochi,South,Silver
C043984,60,7,257467.01,3,2,3,8,At Risk,Bhanumati Nigam,Surat,West,Occasional
C043985,623,1,5310.38,1,1,1,3,Lost,Ranveer Narayanan,Chandigarh,North,New
C043986,148,20,1032004.28,2,5,5,12,Loyal,Sneha Saha,Delhi,North,Platinum
C043987,100,6,201140.13,3,2,2,7,At Risk,Nachiket Jain,Indore,Central,Regular
C043988,27,6,141432.11,4,2,2,8,At Risk,Daksha Bera,Vadodara,West,Occasional
C043989,43,21,680503.71,4,5,5,14,Champions,Eshana Choudhry,Bhopal,Central,Gold
C043990,27,21,756029.91,4,5,5,14,Champions,Kiaan Bhalla,Mumbai,West,Platinum
C043991,285,5,358658.26,1,2,3,6,Lost,Yoshita Dixit,Delhi,North,Silver
C043992,229,8,461480.08,1,3,4,8,At Risk,Krisha Mannan,Pune,West,Regular
C043993,853,1,6365.56,1,1,1,3,Lost,Yatan Kohli,Delhi,North,New
C043994,153,10,305929.34,2,3,3,8,At Risk,Ishani Vohra,Ahmedabad,West,Silver
C043995,160,4,134332.47,2,1,2,5,Lost,Aahana Pandey,Vadodara,West,Occasional
C043996,165,10,239673.15,2,3,2,7,At Risk,Nicholas Bassi,Ahmedabad,West,Silver
C043997,137,13,465934.26,2,4,4,10,Potential,Ucchal Gandhi,Bangalore,South,Gold
C043998,16,17,546447.63,5,5,4,14,Champions,Niharika Sahota,Kochi,South,Platinum
C043999,25,9,519462.04,5,3,4,12,Loyal,Janaki Karan,Lucknow,North,Regular
C044000,26,12,325266.69,4,4,3,11,Loyal,Irya Korpal,Bhopal,Central,Silver
C044001,480,6,130284.56,1,2,2,5,Lost,Theodore Sahni,Chandigarh,North,Occasional
C044002,129,2,97019.55,2,1,1,4,Lost,Anusha Bakshi,Chennai,South,New
C044003,280,5,258950.75,1,2,3,6,Lost,Bahadurjit Sachdeva,Ahmedabad,West,Occasional
C044004,47,5,320965.03,4,2,3,9,Potential,Sathvik Narayan,Mumbai,West,Occasional
C044005,272,5,178636.40000000002,1,2,2,5,Lost,Ishaan Sarin,Delhi,North,Occasional
C044006,80,21,471327.26,3,5,4,12,Loyal,Yashvi Mohan,Jaipur,North,Gold
C044007,65,11,295498.8,3,4,3,10,Potential,Yasti Krishna,Nagpur,Central,Regular
C044008,14,18,398456.36,5,5,4,14,Champions,Yoshita Lad,Indore,Central,Gold
C044009,21,11,123436.83,5,4,1,10,Potential,Meera Pau,Visakhapatnam,South,Regular
C044010,852,1,1773.1,1,1,1,3,Lost,Samaksh Deep,Chennai,South,New
C044011,56,7,185478.47,4,2,2,8,At Risk,Lekha Chatterjee,Chennai,South,Occasional
C044012,278,10,325890.36,1,3,3,7,At Risk,Dayamai Balay,Ahmedabad,West,Silver
C044013,50,7,122466.43,4,2,1,7,At Risk,Ayush Singh,Coimbatore,South,Regular
C044014,24,13,402924.64,5,4,4,13,Champions,Harshil Parmar,Bangalore,South,Occasional
C044015,46,13,493757.5,4,4,4,12,Loyal,Januja Grewal,Lucknow,North,Silver
C044016,18,4,81023.06000000001,5,1,1,7,At Risk,Ayushman Chowdhury,Lucknow,North,Regular
C044017,336,8,527205.88,1,3,4,8,At Risk,Darsh Chahal,Nagpur,Central,Silver
C044018,255,3,150246.84,1,1,2,4,Lost,Lohit Bassi,Hyderabad,South,Silver
C044019,400,6,453569.06999999995,1,2,4,7,At Risk,Parth Gandhi,Kolkata,East,Regular
C044020,4,5,211036.96,5,2,2,9,Potential,Mugdha Narasimhan,Bhopal,Central,Occasional
C044021,182,5,137230.31,2,2,2,6,Lost,Jagrati Kata,Delhi,North,Regular
C044022,42,13,426780.05,4,4,4,12,Loyal,Meghana Deshmukh,Bhopal,Central,Silver
C044023,713,2,247416.85,1,1,2,4,Lost,Yash Sant,Vadodara,West,Regular
C044024,120,1,10071.2,2,1,1,4,Lost,Guneet Verma,Gurgaon,North,New
C044025,142,7,327849.88,2,2,3,7,At Risk,Amol Murty,Visakhapatnam,South,Regular
C044026,102,13,637643.27,3,4,5,12,Loyal,Indali Panchal,Mumbai,West,Silver
C044027,357,3,146290.65,1,1,2,4,Lost,Aarini Prabhakar,Chennai,South,Occasional
C044028,78,12,323949.16,3,4,3,10,Potential,Xalak Ganguly,Bhopal,Central,Regular
C044029,397,5,255549.74,1,2,3,6,Lost,Nidhi Srivastava,Delhi,North,Regular
C044030,52,33,1389695.93,4,5,5,14,Champions,Mohammed Dua,Ahmedabad,West,Platinum
C044031,359,3,256862.66999999998,1,1,3,5,Lost,Anjali Venkataraman,Ahmedabad,West,New
C044032,715,2,39547.89,1,1,1,3,Lost,Avi Baral,Gurgaon,North,New
C044033,45,7,271309.32,4,2,3,9,Potential,Yashvi Dara,Gurgaon,North,Regular
C044034,4,9,177355.14,5,3,2,10,Potential,Bhavya Anne,Mumbai,West,Gold
C044035,80,11,734117.6799999999,3,4,5,12,Loyal,Vincent Dada,Bhopal,Central,Regular
C044036,56,25,662572.77,4,5,5,14,Champions,Fitan Kohli,Mumbai,West,Platinum
C044037,47,3,136551.24,4,1,2,7,At Risk,Lopa Oommen,Gurgaon,North,Regular
C044038,50,14,343619.07999999996,4,4,3,11,Loyal,Ekalinga Kohli,Delhi,North,Silver
C044039,124,7,342348.05,2,2,3,7,At Risk,Madhav Bal,Lucknow,North,Regular
C044040,251,5,92749.85,1,2,1,4,Lost,Deepa Raghavan,Coimbatore,South,Regular
C044041,508,3,58778.1,1,1,1,3,Lost,Aayush Roy,Pune,West,New
C044042,58,30,1319045.1400000001,4,5,5,14,Champions,Qadim Bera,Bangalore,South,Diamond
C044043,104,8,159331.38,3,3,2,8,At Risk,Siddharth Deol,Chennai,South,Regular
C044044,252,7,425142.92000000004,1,2,4,7,At Risk,Ekaja Merchant,Ahmedabad,West,Occasional
C044045,59,19,728105.83,4,5,5,14,Champions,Leena Kala,Pune,West,Gold
C044046,131,6,217766.56,2,2,2,6,Lost,Frederick Wali,Pune,West,Regular
C044047,331,15,261179.94,1,5,3,9,Potential,Advika Srinivasan,Delhi,North,Regular
C044048,128,10,232983.66999999998,2,3,2,7,At Risk,Deepa Bhardwaj,Lucknow,North,Occasional
C044049,15,12,289131.18,5,4,3,12,Loyal,Eiravati Butala,Surat,West,Occasional
C044050,74,12,668458.37,3,4,5,12,Loyal,Jeevika Chahal,Hyderabad,South,Gold
C044051,27,9,68813.55,4,3,1,8,At Risk,Balendra Master,Kolkata,East,Occasional
C044052,0,9,190533.76,5,3,2,10,Potential,Adweta Mand,Kochi,South,Silver
C044053,33,9,253354.76,4,3,3,10,Potential,Prisha Suri,Lucknow,North,Silver
C044054,348,6,733852.55,1,2,5,8,At Risk,Vritti Panchal,Coimbatore,South,Regular
C044055,283,17,433325.91000000003,1,5,4,10,Potential,Ekansh Pant,Chennai,South,Regular
C044056,66,4,63129.47,3,1,1,5,Lost,Laban Andra,Mumbai,West,New
C044057,7,7,475935.92,5,2,4,11,Loyal,Garima Chandran,Vadodara,West,Occasional
C044058,179,6,213795.09000000003,2,2,2,6,Lost,Libni Sule,Ahmedabad,West,Occasional
C044059,129,8,255349.44,2,3,3,8,At Risk,Mahika Prasad,Hyderabad,South,Occasional
C044060,86,14,559658.54,3,4,4,11,Loyal,Anya Desai,Bangalore,South,Gold
C044061,56,15,752131.95,4,5,5,14,Champions,Garima Ramachandran,Lucknow,North,Regular
C044062,7,11,886648.8,5,4,5,14,Champions,Ati Patla,Delhi,North,Silver
C044063,98,12,734137.45,3,4,5,12,Loyal,Aadi Jain,Jaipur,North,Silver
C044064,5,6,120401.16999999998,5,2,1,8,At Risk,Damyanti Suri,Kochi,South,Gold
C044065,994,1,23845.4,1,1,1,3,Lost,Ekansh Agate,Jaipur,North,New
C044066,51,7,157185.33000000002,4,2,2,8,At Risk,Mugdha Amble,Vadodara,West,Occasional
C044067,126,9,473094.83,2,3,4,9,Potential,Advika Sharma,Bhopal,Central,Silver
C044068,39,16,256462.29,4,5,3,12,Loyal,Yahvi Kunda,Pune,West,Gold
C044069,3,13,636390.64,5,4,5,14,Champions,Netra Madan,Bhopal,Central,Gold
C044070,1,11,341998.69,5,4,3,12,Loyal,Timothy Sarma,Surat,West,Silver
C044071,127,9,197024.57,2,3,2,7,At Risk,Wyatt Gopal,Chennai,South,Silver
C044072,80,8,188077.91999999998,3,3,2,8,At Risk,Amruta Varughese,Jaipur,North,Regular
C044073,30,8,140966.27,4,3,2,9,Potential,Aashi Balakrishnan,Delhi,North,Silver
C044074,190,9,119412.66,2,3,1,6,Lost,Oliver Iyer,Bangalore,South,Regular
C044075,42,11,182052.67,4,4,2,10,Potential,Ria Rana,Ahmedabad,West,Silver
C044076,180,7,427200.09,2,2,4,8,At Risk,Ganga Solanki,Jaipur,North,Silver
C044077,83,20,708996.07,3,5,5,13,Champions,Jhalak Ratta,Lucknow,North,Platinum
C044078,100,20,689986.7,3,5,5,13,Champions,Ridhi Shere,Mumbai,West,Diamond
C044079,12,15,585398.73,5,5,5,15,Champions,Charvi Modi,Kochi,South,Regular
C044080,37,7,159358.62,4,2,2,8,At Risk,Rachit Sampath,Mumbai,West,Regular
C044081,35,5,210768.46,4,2,2,8,At Risk,Elijah Andra,Surat,West,Silver
C044082,117,16,399777.73,2,5,4,11,Loyal,Dhriti Kakar,Bangalore,South,Silver
C044083,187,16,442718.46,2,5,4,11,Loyal,Pavani Chaudhry,Indore,Central,Gold
C044084,46,16,404223.73,4,5,4,13,Champions,Arin Mohan,Chennai,South,Gold
C044085,124,13,199075.16999999998,2,4,2,8,At Risk,Girindra Iyer,Lucknow,North,Silver
C044086,140,16,738741.38,2,5,5,12,Loyal,Rachita Bose,Mumbai,West,Gold
C044087,357,6,99203.69,1,2,1,4,Lost,Rachita Rau,Bhopal,Central,Regular
C044088,117,12,218722.25,2,4,2,8,At Risk,Rushil Rajagopal,Bangalore,South,Regular
C044089,52,7,46274.130000000005,4,2,1,7,At Risk,Chaman Karnik,Nagpur,Central,Occasional
C044090,26,15,590303.84,4,5,5,14,Champions,Yachana Bhat,Kolkata,East,Regular
C044091,60,6,360546.70999999996,3,2,3,8,At Risk,Charles Walia,Kochi,South,Occasional
C044092,11,11,932722.27,5,4,5,14,Champions,Maya Rajagopalan,Hyderabad,South,Regular
C044093,188,17,828768.24,2,5,5,12,Loyal,Teerth Gara,Chennai,South,Gold
C044094,23,8,207427.63,5,3,2,10,Potential,Chavvi Dutta,Kochi,South,Silver
C044095,326,6,88711.01,1,2,1,4,Lost,Vrishti Rao,Nagpur,Central,Occasional
C044096,60,10,555380.06,3,3,4,10,Potential,Timothy Tripathi,Pune,West,Regular
C044097,47,23,1007782.12,4,5,5,14,Champions,Ekalinga Solanki,Ahmedabad,West,Gold
C044098,213,4,257097.8,2,1,3,6,Lost,Chatura Bora,Indore,Central,New
C044099,31,26,1015392.53,4,5,5,14,Champions,Warinder Dube,Chennai,South,Silver
C044100,56,15,194099.29,4,5,2,11,Loyal,Ati Sane,Kochi,South,Silver
C044101,10,13,191116.52000000002,5,4,2,11,Loyal,Qarin Patel,Chennai,South,Silver
C044102,178,6,49954.9,2,2,1,5,Lost,Alexander Dyal,Indore,Central,Occasional
C044103,266,1,14600.39,1,1,1,3,Lost,Jeremiah Uppal,Jaipur,North,New
C044104,39,5,253713.32,4,2,3,9,Potential,Hemal Gala,Coimbatore,South,Occasional
C044105,73,16,498896.99,3,5,4,12,Loyal,Thomas Choudhury,Delhi,North,Silver
C044106,40,8,682383.9500000001,4,3,5,12,Loyal,Fitan Modi,Nagpur,Central,Regular
C044107,399,4,110970.09,1,1,1,3,Lost,Dayamai Sen,Vadodara,West,New
